10_1,0.00
10_2,0.00
10_3,1.00
10_4,1.00
10_5,1.00
10_6,0.00
10_7,0.00
10_8,1.00
10_9,1.00
10_10,1.00
10_11,0.00
10_12,0.00
10_13,1.00
10_14,1.00
10_15,0.00
10_16,1.00
10_17,1.00
10_18,1.00
10_19,0.00
10_20,1.00
10_21,1.00
10_22,1.00
10_23,1.00
10_24,1.00
10_25,0.00
10_26,0.00
10_27,1.00
10_28,1.00
10_29,0.00
10_30,1.00
10_31,0.00
10_32,0.00
10_33,1.00
10_34,0.00
10_35,1.00
10_36,1.00
10_37,1.00
10_38,0.00
10_39,1.00
10_40,1.00
10_41,1.00
10_42,1.00
10_43,1.00
10_44,1.00
10_45,1.00
10_46,0.00
10_47,0.00
10_48,1.00
10_49,0.00
10_50,0.00
10_51,1.00
10_52,1.00
10_53,1.00
10_54,1.00
10_55,1.00
10_56,1.00
10_57,1.00
10_58,1.00
10_59,0.00
10_60,0.00
10_61,1.00
10_62,1.00
10_63,0.00
10_64,0.00
10_65,1.00
10_66,0.00
10_67,1.00
10_68,1.00
10_69,0.00
10_70,1.00
10_71,1.00
10_72,1.00
10_73,1.00
10_74,1.00
10_75,1.00
10_76,0.00
10_77,1.00
10_78,1.00
10_79,1.00
10_80,1.00
10_81,1.00
10_82,0.00
10_83,1.00
10_84,1.00
10_85,1.00
10_86,1.00
10_87,0.00
10_88,1.00
10_89,0.00
10_90,0.00
10_91,0.00
10_92,1.00
10_93,0.00
10_94,1.00
10_95,1.00
10_96,1.00
10_97,1.00
10_98,0.00
10_99,1.00
10_100,1.00
10_101,0.00
10_102,0.00
10_103,0.00
10_104,0.00
10_105,1.00
10_106,1.00
10_107,1.00
10_108,1.00
10_109,1.00
10_110,1.00
10_111,0.00
10_112,1.00
10_113,1.00
10_114,0.00
10_115,1.00
10_116,1.00
10_117,0.00
10_118,1.00
10_119,1.00
10_120,1.00
10_121,1.00
10_122,1.00
10_123,0.00
10_124,1.00
10_125,1.00
10_126,1.00
10_127,1.00
10_128,1.00
10_129,0.00
10_130,0.00
10_131,1.00
10_132,1.00
10_133,0.00
10_134,1.00
10_135,1.00
10_136,1.00
10_137,1.00
10_138,0.00
10_139,0.00
10_140,1.00
10_141,0.00
10_142,1.00
10_143,1.00
10_144,1.00
10_145,0.00
10_146,1.00
10_147,1.00
10_148,0.00
10_149,0.00
10_150,0.00
10_151,0.00
10_152,0.00
10_153,1.00
10_154,1.00
10_155,1.00
10_156,0.00
10_157,1.00
10_158,0.00
10_159,1.00
10_160,1.00
10_161,1.00
10_162,1.00
10_163,0.00
10_164,0.00
10_165,1.00
10_166,1.00
10_167,1.00
10_168,1.00
10_169,1.00
10_170,0.00
10_171,1.00
10_172,1.00
10_173,0.00
10_174,0.00
10_175,1.00
10_176,1.00
10_177,1.00
10_178,1.00
10_179,0.00
10_180,1.00
10_181,1.00
10_182,1.00
10_183,0.00
10_184,1.00
10_185,1.00
10_186,0.00
10_187,1.00
10_188,1.00
10_189,1.00
10_190,1.00
10_191,1.00
10_192,1.00
10_193,1.00
10_194,0.00
10_195,0.00
10_196,0.00
10_197,1.00
10_198,0.00
10_199,1.00
10_200,1.00
