103_1,1.00
103_2,1.00
103_3,1.00
103_4,1.00
103_5,1.00
103_6,0.00
103_7,1.00
103_8,1.00
103_9,1.00
103_10,1.00
103_11,1.00
103_12,0.00
103_13,1.00
103_14,1.00
103_15,1.00
103_16,1.00
103_17,1.00
103_18,1.00
103_19,1.00
103_20,1.00
103_21,1.00
103_22,1.00
103_23,1.00
103_24,1.00
103_25,1.00
103_26,1.00
103_27,1.00
103_28,1.00
103_29,1.00
103_30,1.00
103_31,1.00
103_32,1.00
103_33,1.00
103_34,1.00
103_35,1.00
103_36,1.00
103_37,1.00
103_38,1.00
103_39,1.00
103_40,1.00
103_41,1.00
103_42,1.00
103_43,1.00
103_44,0.00
103_45,1.00
103_46,1.00
103_47,0.00
103_48,1.00
103_49,0.00
103_50,1.00
103_51,1.00
103_52,1.00
103_53,1.00
103_54,1.00
103_55,0.00
103_56,0.00
103_57,1.00
103_58,1.00
103_59,1.00
103_60,0.00
103_61,0.00
103_62,1.00
103_63,1.00
103_64,1.00
103_65,1.00
103_66,1.00
103_67,1.00
103_68,1.00
103_69,1.00
103_70,0.00
103_71,1.00
103_72,1.00
103_73,1.00
103_74,1.00
103_75,1.00
103_76,1.00
103_77,1.00
103_78,1.00
103_79,0.00
103_80,1.00
103_81,1.00
103_82,1.00
103_83,1.00
103_84,1.00
103_85,0.00
103_86,1.00
103_87,1.00
103_88,1.00
103_89,1.00
103_90,1.00
103_91,1.00
103_92,1.00
103_93,1.00
103_94,1.00
103_95,1.00
103_96,1.00
103_97,1.00
103_98,1.00
103_99,1.00
103_100,1.00
103_101,1.00
103_102,1.00
103_103,1.00
103_104,1.00
103_105,1.00
103_106,1.00
103_107,1.00
103_108,1.00
103_109,1.00
103_110,1.00
103_111,1.00
103_112,1.00
103_113,1.00
103_114,1.00
103_115,0.00
103_116,1.00
103_117,1.00
103_118,1.00
103_119,1.00
103_120,1.00
103_121,0.00
103_122,0.00
103_123,1.00
103_124,1.00
103_125,1.00
103_126,1.00
103_127,1.00
103_128,1.00
103_129,1.00
103_130,1.00
103_131,0.00
103_132,1.00
103_133,1.00
103_134,1.00
103_135,1.00
103_136,1.00
103_137,1.00
103_138,1.00
103_139,0.00
103_140,1.00
103_141,1.00
103_142,1.00
103_143,1.00
103_144,1.00
103_145,1.00
103_146,1.00
103_147,1.00
103_148,1.00
103_149,1.00
103_150,1.00
103_151,0.00
103_152,0.00
103_153,1.00
103_154,1.00
103_155,1.00
103_156,1.00
103_157,1.00
103_158,1.00
103_159,1.00
103_160,1.00
103_161,1.00
103_162,1.00
103_163,1.00
103_164,1.00
103_165,1.00
103_166,1.00
103_167,1.00
103_168,1.00
103_169,1.00
103_170,1.00
103_171,1.00
103_172,0.00
103_173,1.00
103_174,1.00
103_175,1.00
103_176,1.00
103_177,1.00
103_178,0.00
103_179,0.00
103_180,1.00
103_181,1.00
103_182,1.00
103_183,1.00
103_184,1.00
103_185,1.00
103_186,1.00
103_187,1.00
103_188,1.00
103_189,1.00
103_190,1.00
103_191,1.00
103_192,1.00
103_193,1.00
103_194,0.00
103_195,1.00
103_196,1.00
103_197,1.00
103_198,1.00
103_199,1.00
103_200,1.00
