1090_1,1.00
1090_2,1.00
1090_3,1.00
1090_4,1.00
1090_5,1.00
1090_6,1.00
1090_7,0.00
1090_8,1.00
1090_9,1.00
1090_10,1.00
1090_11,1.00
1090_12,1.00
1090_13,1.00
1090_14,1.00
1090_15,1.00
1090_16,1.00
1090_17,1.00
1090_18,1.00
1090_19,1.00
1090_20,1.00
1090_21,0.00
1090_22,1.00
1090_23,1.00
1090_24,1.00
1090_25,1.00
1090_26,1.00
1090_27,1.00
1090_28,0.00
1090_29,1.00
1090_30,1.00
1090_31,1.00
1090_32,1.00
1090_33,1.00
1090_34,1.00
1090_35,0.00
1090_36,1.00
1090_37,1.00
1090_38,1.00
1090_39,1.00
1090_40,1.00
