107_1,0.00
107_2,1.00
107_3,1.00
107_4,1.00
107_5,0.00
107_6,1.00
107_7,0.00
107_8,1.00
107_9,1.00
107_10,1.00
107_11,1.00
107_12,1.00
107_13,1.00
107_14,0.00
107_15,0.00
107_16,1.00
107_17,0.00
107_18,1.00
107_19,0.00
107_20,1.00
107_21,1.00
107_22,1.00
107_23,1.00
107_24,1.00
107_25,1.00
107_26,1.00
107_27,1.00
107_28,1.00
107_29,1.00
107_30,0.00
107_31,0.00
107_32,1.00
107_33,1.00
107_34,1.00
107_35,1.00
107_36,1.00
107_37,0.00
107_38,0.00
107_39,0.00
107_40,1.00
107_41,1.00
107_42,1.00
107_43,1.00
107_44,1.00
107_45,1.00
107_46,1.00
107_47,1.00
107_48,1.00
107_49,1.00
107_50,1.00
107_51,1.00
107_52,1.00
107_53,1.00
107_54,1.00
107_55,1.00
107_56,0.00
107_57,1.00
107_58,0.00
107_59,1.00
107_60,1.00
107_61,1.00
107_62,0.00
107_63,1.00
107_64,1.00
107_65,1.00
107_66,1.00
107_67,1.00
107_68,1.00
107_69,1.00
107_70,1.00
107_71,1.00
107_72,1.00
107_73,1.00
107_74,1.00
107_75,1.00
107_76,1.00
107_77,0.00
107_78,1.00
107_79,1.00
107_80,1.00
107_81,1.00
107_82,1.00
107_83,0.00
107_84,1.00
107_85,1.00
107_86,1.00
107_87,0.00
107_88,1.00
107_89,1.00
107_90,1.00
107_91,1.00
107_92,1.00
107_93,1.00
107_94,1.00
107_95,1.00
107_96,1.00
107_97,1.00
107_98,1.00
107_99,1.00
107_100,0.00
107_101,1.00
107_102,1.00
107_103,1.00
107_104,1.00
107_105,1.00
107_106,1.00
107_107,1.00
107_108,1.00
107_109,1.00
107_110,1.00
107_111,0.00
107_112,0.00
107_113,1.00
107_114,1.00
107_115,1.00
107_116,1.00
107_117,1.00
107_118,1.00
107_119,1.00
107_120,0.00
107_121,1.00
107_122,1.00
107_123,0.00
107_124,1.00
107_125,1.00
107_126,1.00
107_127,1.00
107_128,1.00
107_129,1.00
107_130,1.00
107_131,1.00
107_132,1.00
107_133,1.00
107_134,1.00
107_135,1.00
107_136,1.00
107_137,1.00
107_138,1.00
107_139,1.00
107_140,1.00
107_141,1.00
107_142,1.00
107_143,1.00
107_144,0.00
107_145,1.00
107_146,1.00
107_147,0.00
107_148,1.00
107_149,1.00
107_150,1.00
107_151,1.00
107_152,1.00
107_153,1.00
107_154,1.00
107_155,1.00
107_156,1.00
107_157,1.00
107_158,1.00
107_159,1.00
107_160,1.00
107_161,1.00
107_162,1.00
107_163,1.00
107_164,1.00
107_165,1.00
107_166,1.00
107_167,1.00
107_168,1.00
107_169,1.00
107_170,1.00
107_171,1.00
107_172,1.00
107_173,1.00
107_174,0.00
107_175,1.00
107_176,1.00
107_177,1.00
107_178,1.00
107_179,0.00
107_180,1.00
107_181,0.00
107_182,1.00
107_183,1.00
107_184,0.00
107_185,1.00
107_186,1.00
107_187,1.00
107_188,1.00
107_189,1.00
107_190,1.00
107_191,0.00
107_192,1.00
107_193,1.00
107_194,1.00
107_195,1.00
107_196,1.00
107_197,1.00
107_198,1.00
107_199,1.00
107_200,0.00
