1083_1,1.00
1083_2,0.00
1083_3,1.00
1083_4,1.00
1083_5,1.00
1083_6,1.00
1083_7,1.00
1083_8,1.00
1083_9,1.00
1083_10,1.00
1083_11,0.00
1083_12,1.00
1083_13,1.00
1083_14,1.00
1083_15,1.00
1083_16,1.00
1083_17,1.00
1083_18,1.00
1083_19,0.00
1083_20,1.00
1083_21,0.00
1083_22,1.00
1083_23,1.00
1083_24,1.00
1083_25,1.00
1083_26,1.00
1083_27,1.00
1083_28,1.00
1083_29,1.00
1083_30,1.00
1083_31,1.00
1083_32,1.00
1083_33,1.00
1083_34,1.00
1083_35,1.00
1083_36,1.00
1083_37,1.00
1083_38,1.00
1083_39,1.00
1083_40,1.00
1083_41,1.00
1083_42,1.00
1083_43,1.00
1083_44,1.00
1083_45,1.00
1083_46,1.00
1083_47,1.00
1083_48,0.00
1083_49,0.00
1083_50,1.00
1083_51,1.00
1083_52,1.00
1083_53,1.00
1083_54,1.00
1083_55,0.00
1083_56,0.00
1083_57,1.00
1083_58,1.00
1083_59,1.00
1083_60,1.00
1083_61,1.00
1083_62,1.00
1083_63,0.00
1083_64,1.00
1083_65,1.00
1083_66,1.00
1083_67,1.00
1083_68,1.00
1083_69,1.00
1083_70,1.00
1083_71,1.00
1083_72,1.00
1083_73,0.00
1083_74,1.00
1083_75,0.00
1083_76,1.00
1083_77,1.00
1083_78,1.00
1083_79,1.00
1083_80,1.00
1083_81,1.00
1083_82,1.00
1083_83,1.00
1083_84,1.00
1083_85,1.00
1083_86,1.00
1083_87,1.00
1083_88,1.00
1083_89,1.00
1083_90,1.00
1083_91,1.00
1083_92,0.00
1083_93,1.00
1083_94,1.00
1083_95,1.00
1083_96,1.00
1083_97,1.00
1083_98,1.00
1083_99,1.00
1083_100,1.00
1083_101,1.00
1083_102,0.00
1083_103,1.00
1083_104,1.00
1083_105,1.00
1083_106,1.00
1083_107,1.00
1083_108,1.00
1083_109,1.00
1083_110,1.00
1083_111,1.00
1083_112,1.00
1083_113,1.00
1083_114,1.00
1083_115,0.00
1083_116,1.00
1083_117,1.00
1083_118,1.00
1083_119,1.00
1083_120,1.00
1083_121,1.00
1083_122,1.00
1083_123,0.00
1083_124,1.00
1083_125,1.00
1083_126,0.00
1083_127,1.00
1083_128,1.00
1083_129,0.00
1083_130,1.00
1083_131,1.00
1083_132,1.00
1083_133,1.00
1083_134,1.00
1083_135,1.00
1083_136,1.00
1083_137,1.00
1083_138,1.00
1083_139,1.00
1083_140,1.00
1083_141,1.00
1083_142,1.00
1083_143,1.00
1083_144,1.00
1083_145,1.00
1083_146,1.00
1083_147,0.00
1083_148,1.00
1083_149,1.00
1083_150,1.00
1083_151,1.00
1083_152,0.00
1083_153,1.00
1083_154,1.00
1083_155,1.00
1083_156,0.00
1083_157,1.00
1083_158,1.00
1083_159,1.00
1083_160,1.00
1083_161,1.00
1083_162,1.00
1083_163,1.00
1083_164,1.00
1083_165,1.00
1083_166,1.00
1083_167,1.00
1083_168,0.00
1083_169,1.00
1083_170,1.00
1083_171,1.00
1083_172,0.00
1083_173,1.00
1083_174,1.00
1083_175,1.00
1083_176,0.00
1083_177,1.00
1083_178,1.00
1083_179,1.00
1083_180,1.00
1083_181,1.00
1083_182,1.00
1083_183,1.00
1083_184,1.00
1083_185,1.00
1083_186,0.00
1083_187,1.00
1083_188,1.00
1083_189,1.00
1083_190,1.00
1083_191,1.00
1083_192,1.00
1083_193,1.00
1083_194,1.00
1083_195,0.00
1083_196,0.00
1083_197,1.00
1083_198,0.00
1083_199,1.00
1083_200,1.00
